treat,heat,id,time,t_water,t_air,posture,urine,mass_initial,mass_final,svl,population,feed,Snout,Eye,Head,Dorsum,Leg,Foot,Tail,jump,heat2
Heliothermy,Cooling,PTB,560,18.8,18.6,0,1,11.3208,11.2212,78.17,Portimao,1,-8.9,-11.8,-10.6,-10.5,-12.7,-2.4,-10.1,,2
Heliothermy,Cooling,PTB,580,18.8,18.6,1,1,11.3208,11.2212,78.17,Portimao,1,-9,-12,-10.7,-10.6,-12.8,-2.2,-10.2,,2
Heliothermy,Cooling,PTB,600,18.8,18.6,1,1,11.3208,11.2212,78.17,Portimao,1,-9,-12.1,-10.7,-10.6,-12.8,-2.2,-10.2,,2
Heliothermy,Cooling,EV17,0,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,0,0,0,0,0,0,0,,2
Heliothermy,Cooling,TV10,20,18.8,19.2,0,0,6.3937,6.3826,68.33,Torres Vedras,3,-1.2,-1.5,-1.1,-1.2,-0.6,-2.7,-1,,2
Heliothermy,Cooling,AY7,40,18.7,18.6,0,0,7.4611,7.4547,58.2,Ayamonte,1,-3.8,-5,-2.9,-2.3,-2.8,-2.6,-0.9,1,2
Heliothermy,Cooling,TV13,280,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-7.6,-9.8,-9.9,-10,-10.9,-8.4,-10.9,,2
Heliothermy,Cooling,TV14,60,18.5,18.6,0,0,7.918,7.905,68.75,Torres Vedras,1,-3.2,-3.9,-4.7,-4.7,-5.7,,,,2
Heliothermy,Cooling,EV19,260,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9,-11,-9.9,-7.5,,,,,2
Heliothermy,Cooling,EV19,280,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.2,-11.5,-10.2,-7.8,,,,,2
Heliothermy,Cooling,EV17,140,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,-2.2,-3.8,-4.2,-5.5,-8,-3.7,-6.6,,2
Heliothermy,Cooling,EV17,160,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,-2.5,-4.2,-4.7,-6,-8.6,-4.1,-7.1,,2
Heliothermy,Cooling,EV17,180,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,,,-4.9,-6.2,-8.6,-3.9,-7.2,,2
Heliothermy,Cooling,EV17,200,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,,,-5.3,-6.7,-9.3,-4.3,-7.7,,2
Heliothermy,Cooling,EV17,220,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,-2.5,-4.6,-5.5,-7.1,-9.3,-4.4,-8,,2
Heliothermy,Cooling,EV17,240,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,,-4.7,-5.8,-7.4,-9.7,-4.5,-8.3,,2
Heliothermy,Cooling,AY19,260,19,18.8,0.5,1,10.7872,10.7318,77.85,Ayamonte,3,-5.4,-3.1,-2.5,-8.3,,,,1,2
Heliothermy,Cooling,PTA,120,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-2.9,-3.1,-4.7,,,,,,2
Heliothermy,Cooling,EV17,300,18.9,18.6,1,0,10.266,10.2356,73.58,Evora,1,-3.2,-5.7,-6.6,-8.2,-10.4,-4.8,-9.3,,2
Heliothermy,Cooling,EV17,320,18.9,18.6,0,0,10.266,10.2356,73.58,Evora,1,-3.2,-5.8,-6.7,-8.4,-10.3,-5,-9.4,,2
Heliothermy,Cooling,EV17,340,18.9,18.6,0,0,10.266,10.2356,73.58,Evora,1,-3.6,-5.9,-6.9,-8.6,-10.5,-5.2,-9.9,,2
Heliothermy,Cooling,EV17,360,18.9,18.6,0,0,10.266,10.2356,73.58,Evora,1,-3.6,-6.1,-7,-8.6,-10.6,-5.2,-9.9,,2
Heliothermy,Cooling,EV17,380,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-3.6,-6.3,-7.3,-8.9,-10.9,-4.9,-10.1,,2
Heliothermy,Cooling,EV17,400,18.9,18.6,1,0,10.266,10.2356,73.58,Evora,1,-3.6,-6.4,-7.4,-8.8,-10.8,-4.8,-10.1,,2
Heliothermy,Cooling,EV17,420,18.9,18.6,1,0,10.266,10.2356,73.58,Evora,1,-4.1,-6.7,-7.8,-9.2,-11,-5.2,-10.5,,2
Heliothermy,Cooling,EV17,440,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-4,-6.7,-7.7,-9.3,-10.9,-5.1,-10.6,,2
Heliothermy,Cooling,EV17,460,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-4.1,-6.7,-7.9,-9.5,-11,-5.2,-10.8,,2
Heliothermy,Cooling,EV17,480,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-4.1,-6.9,-8.1,-9.7,-11.1,-5.3,-10.9,,2
Heliothermy,Cooling,EV17,500,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-4.3,-7,-8.2,-9.8,-11.1,-5.2,-11.1,,2
Heliothermy,Cooling,EV17,520,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-4.3,-7.1,-8.5,-10,-11.2,-5.3,-11.2,,2
Heliothermy,Cooling,EV17,540,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-4.4,-7.2,-8.5,-10.2,-11.3,-5.3,-11.2,,2
Heliothermy,Cooling,EV17,560,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-4.4,-7.5,-8.7,-10.4,-11.4,-5.3,-11.6,,2
Heliothermy,Cooling,EV17,580,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-4.7,-7.7,-8.9,-10.5,-11.5,-5.4,-11.6,,2
Heliothermy,Cooling,EV17,600,18.9,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,-4.5,-7.7,-8.9,-10.6,-11.5,-5.4,-11.7,,2
Thigmothermy,Cooling,EV12,0,19,19,0.5,1,9.6202,9.6072,64.66,Evora,2,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,EV12,20,19,19,0.5,1,9.6202,9.6072,64.66,Evora,2,,,,,,,,,2
Thigmothermy,Heating,AY7,60,35.2,19.6,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,0.8,0.2,0.8,,2.1,10.2,2.4,,1
Thigmothermy,Heating,TV10,320,35.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,9.4,8.2,9.1,8.8,11.1,11.3,10.4,,1
Thigmothermy,Heating,AY6,320,35.3,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,6.9,7.3,8.4,8.8,9.1,10.5,10.6,,1
Thigmothermy,Cooling,PTB,180,19.5,19.6,1,0,11.7068,11.6489,78.17,Portimao,1,-5.4,-2.1,-2.4,-2.7,-3.4,-11.6,-2.3,,2
Thigmothermy,Cooling,TV13,120,18.8,18.9,0.5,0,6.7359,6.7272,72.67,Torres Vedras,1,-6.5,-2.9,-3.1,-3.4,-3.2,-11.5,-3.7,,2
Thigmothermy,Cooling,TV13,180,18.9,18.9,0.5,0,6.7359,6.7272,72.67,Torres Vedras,1,-7,-4.1,-4.5,-4.8,-4.5,-11.5,-5.4,,2
Thigmothermy,Heating,AY6,300,35.3,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,6.8,7.6,8.3,8.7,9,10.6,10.4,,1
Thigmothermy,Heating,TV13,320,35.3,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,10,8.1,8.9,8.6,10.2,12.5,10.3,,1
Thigmothermy,Cooling,EV12,200,18.9,19,0.5,1,9.6202,9.6072,64.66,Evora,2,-1.9,-2.3,-1.8,-1.9,-1.5,-7.9,-2.8,,2
Thigmothermy,Cooling,EV12,220,18.9,19,0.5,1,9.6202,9.6072,64.66,Evora,2,-1.9,-2.4,-2,-2.3,-1.6,-7.9,-2.9,,2
Thigmothermy,Cooling,EV12,240,18.9,19,0.5,1,9.6202,9.6072,64.66,Evora,2,-2.2,-2.7,-2.3,-2.5,-1.8,-8.1,-3.2,,2
Thigmothermy,Heating,TV14,320,35,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,8.5,8.5,9,8.4,10.1,10.9,8.3,,1
Thigmothermy,Heating,EV17,320,35.2,18.2,0,0,10.4821,10.4698,73.58,Evora,2,8.9,7.9,8.3,8.4,9.8,11.9,8.3,,1
Thigmothermy,Heating,TV10,300,35.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,9.2,7.8,8.8,8.4,10.9,11.1,10.1,,1
Thigmothermy,Heating,TV13,300,35.3,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,10,7.9,8.6,8.3,10,12.4,10.1,,1
Thigmothermy,Cooling,EV12,340,18.9,19,0.5,1,9.6202,9.6072,64.66,Evora,2,-2.7,-3.2,-3.1,-3.6,-2.4,-8.2,-4.2,,2
Thigmothermy,Cooling,EV12,360,19,19,0.5,1,9.6202,9.6072,64.66,Evora,2,-3,-3.5,-3.4,-3.9,-2.8,-8.3,-4.7,,2
Thigmothermy,Cooling,EV12,380,18.9,19,0.5,1,9.6202,9.6072,64.66,Evora,2,-2.6,-3.5,-3.4,-4.1,-3,-8.1,-4.6,,2
Thigmothermy,Cooling,EV12,400,18.9,19,1,1,9.6202,9.6072,64.66,Evora,2,-2.9,-3.6,-3.6,-4.2,-3,-8.2,-4.8,,2
Thigmothermy,Cooling,EV12,420,18.9,19,1,1,9.6202,9.6072,64.66,Evora,2,-2.9,-3.7,-3.7,-4.3,-3.3,-8.3,-5,,2
Thigmothermy,Cooling,EV12,440,18.9,19,1,1,9.6202,9.6072,64.66,Evora,2,-2.9,-3.9,-3.8,-4.5,-3.4,-8.3,-5.2,,2
Thigmothermy,Cooling,EV12,460,18.9,19,1,1,9.6202,9.6072,64.66,Evora,2,-2.9,-4,-3.9,-4.6,-3.7,-8.4,-5.3,,2
Thigmothermy,Cooling,EV12,480,19,19,1,1,9.6202,9.6072,64.66,Evora,2,-3,-4.1,-4.1,-4.8,-3.7,-8.5,-5.5,,2
Thigmothermy,Cooling,EV12,500,18.9,19,1,1,9.6202,9.6072,64.66,Evora,2,-3,-4.1,-4.2,-4.9,-3.9,-8.5,-5.6,,2
Thigmothermy,Cooling,EV12,520,18.9,19,1,1,9.6202,9.6072,64.66,Evora,2,-3.1,-4.3,-4.3,-5,-4.1,-8.6,-5.8,,2
Thigmothermy,Cooling,EV12,540,18.9,19,1,1,9.6202,9.6072,64.66,Evora,2,-3.1,-4.2,-4.3,-4.9,-4,-8.5,-5.7,,2
Thigmothermy,Cooling,EV12,560,18.9,19,1,1,9.6202,9.6072,64.66,Evora,2,-3,-4.3,-4.3,-4.9,-3.9,-8.4,-5.8,,2
Thigmothermy,Cooling,EV12,580,18.9,19,1,1,9.6202,9.6072,64.66,Evora,2,-3.4,-4.6,-4.5,-5.1,-4.3,-8.6,-6,,2
Thigmothermy,Cooling,EV12,600,19,19,1,1,9.6202,9.6072,64.66,Evora,2,-3.4,-4.7,-4.6,-5.3,-4.4,-8.7,-6.2,,2
Thigmothermy,Cooling,PTA,0,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,PTA,20,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,-0.9,-0.1,-0.5,-0.3,-0.7,-4.2,-0.2,,2
Thigmothermy,Heating,EV17,300,35.1,18.2,0,0,10.4821,10.4698,73.58,Evora,2,9,7.6,8,8.2,9.8,11.7,8,,1
Thigmothermy,Heating,AY6,280,35.2,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,6.4,7.2,7.9,8.2,8.6,10.3,10.1,,1
Thigmothermy,Heating,TV10,280,35.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,9.1,7.6,8.5,8.1,10.7,11,9.9,,1
Thigmothermy,Cooling,PTB,140,19.5,19.6,0.5,0,11.7068,11.6489,78.17,Portimao,1,-5.6,-1.4,-1.8,-2,-2.6,-11.4,-1.7,,2
Thigmothermy,Cooling,PTB,160,19.5,19.6,0.5,0,11.7068,11.6489,78.17,Portimao,1,-5.3,-1.7,-2.2,-2.2,-3,-11.4,-1.9,,2
Thigmothermy,Cooling,TV13,100,18.8,18.9,0.5,0,6.7359,6.7272,72.67,Torres Vedras,1,-5.1,-2.1,-2.6,-2.8,-2.3,-11.3,-3.1,,2
Thigmothermy,Heating,TV14,300,35.1,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,8.4,8,8.6,8,9.8,10.8,7.8,,1
Thigmothermy,Heating,TV13,280,35.3,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,9.7,7.6,8.2,7.8,9.8,12.3,9.8,,1
Thigmothermy,Cooling,PTA,200,19,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-3.8,-3.7,-4.2,-3.9,-5.5,-10.6,-4.7,,2
Thigmothermy,Cooling,PTA,220,19,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-4.1,-4,-4.7,-4.3,-5.9,-10.8,-5.3,,2
Thigmothermy,Cooling,PTA,240,19,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-4.5,-4.3,-5.2,-4.7,-6.2,-10.7,-5.9,,2
Thigmothermy,Heating,PTB,320,35.4,19.4,0,0,11.7068,11.6489,78.17,Portimao,1,9.2,6.2,7,7.7,7.9,11.1,7.3,,1
Thigmothermy,Heating,TV14,280,35.1,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,8.3,7.9,8.4,7.7,9.6,10.8,7.5,,1
Thigmothermy,Heating,EV17,280,35.2,18.2,0,0,10.4821,10.4698,73.58,Evora,2,8.4,7.4,7.5,7.7,9.3,11.6,7.6,,1
Thigmothermy,Heating,AY21,320,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,6.2,6.6,7.9,7.7,7.7,8.3,8.5,,1
Thigmothermy,Cooling,PTA,340,19,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-5.2,-5.7,-6.7,-6.7,-7.9,-11.7,-6.8,,2
Thigmothermy,Cooling,PTA,360,19,19,1,0,7.4231,7.4134,68.14,Portimao,2,-5.6,-6.2,-7.1,-6.8,-8.4,-11.7,-7.5,,2
Thigmothermy,Cooling,PTA,380,19,19,1,0,7.4231,7.4134,68.14,Portimao,2,-5.1,-5.9,-7,-6.9,-8.5,,-7.8,,2
Thigmothermy,Cooling,PTA,400,19.1,19,1,0,7.4231,7.4134,68.14,Portimao,2,-5.3,-6.2,-7.1,-7.2,-8.7,-11.8,-8.1,,2
Thigmothermy,Cooling,PTA,420,19.1,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-5.4,-6.2,-7.3,-7.2,-9.3,-11.7,-8.1,,2
Thigmothermy,Cooling,PTA,440,19.1,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-5.6,-6.4,-7.4,-7.4,-9.4,-11.8,-8.2,,2
Thigmothermy,Cooling,PTA,460,19.1,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-5.6,-6.5,-7.5,-7.5,-9.5,-11.8,-8.3,,2
Thigmothermy,Cooling,PTA,480,19.1,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-5.7,-6.6,-7.7,-7.8,-9.6,-11.8,-8.5,,2
Thigmothermy,Cooling,PTA,500,19.1,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,,,-8,-8,-9.7,-11.8,-8.6,,2
Thigmothermy,Cooling,PTA,520,19.1,19,1,0,7.4231,7.4134,68.14,Portimao,2,,,-8,-8,-9.3,-11.9,-8.7,,2
Thigmothermy,Cooling,PTA,540,19.1,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,,,,,,,,1,2
Thigmothermy,Cooling,PTA,560,19.1,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-6.3,-7.1,-8.4,-8.3,-9.7,-11.8,-8.9,,2
Thigmothermy,Cooling,PTA,580,19.1,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-6.3,-7.3,-8.4,-8.5,-9.7,,-9.3,,2
Thigmothermy,Cooling,PTA,600,19.1,19,0.5,0,7.4231,7.4134,68.14,Portimao,2,-6.4,-7.4,-8.5,-8.6,-9.6,,-9.5,,2
Thigmothermy,Cooling,TV16,0,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,,,0,0,0,0,0,,2
Thigmothermy,Cooling,TV16,20,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,0,0,0,-0.2,-0.6,-3.3,-0.3,,2
Thigmothermy,Heating,EV1,320,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,7.1,5.2,7,7.7,7.2,8.7,8.9,,1
Thigmothermy,Heating,EV19,320,35,19.5,0,0,11.6478,11.6269,82.07,Evora,2,10.1,7.4,7.6,7.7,12,13.4,9.2,,1
Thigmothermy,Heating,TV10,260,35.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,9,7.4,8.3,7.7,10.5,10.9,9.7,,1
Thigmothermy,Cooling,TV13,80,18.7,18.9,0.5,0,6.7359,6.7272,72.67,Torres Vedras,1,-5,-1.7,-1.9,-1.9,-1.8,-11.3,-2.5,,2
Thigmothermy,Cooling,TV13,160,18.9,18.9,0.5,0,6.7359,6.7272,72.67,Torres Vedras,1,-7.1,-3.9,-4.3,-4.4,-4.4,-11.2,-5,,2
Thigmothermy,Cooling,TV13,140,18.8,18.9,0.5,0,6.7359,6.7272,72.67,Torres Vedras,1,-6.4,-3.6,-3.7,-3.6,-4,-11,-4.3,,2
Thigmothermy,Heating,AY6,260,35.3,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,6.1,6.9,7.3,7.7,8.2,10.1,9.8,,1
Thigmothermy,Heating,TV16,320,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,9.7,6.7,7.6,7.6,5.4,7.9,8.7,,1
Thigmothermy,Cooling,TV16,200,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-6.3,-5.4,-5.2,-5,-4.4,-7.8,-6,,2
Thigmothermy,Cooling,TV16,220,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-6.6,-5.9,-5.7,-5.6,-4.8,-7.9,-6.5,,2
Thigmothermy,Cooling,TV16,240,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-6.8,-6.4,-6.2,-6,-5,-7.9,-6.9,,2
Thigmothermy,Heating,EV1,300,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,6.3,4.9,6.7,7.6,7.1,9,8.7,,1
Thigmothermy,Heating,PT1,320,35.1,18.3,0,1,10.9363,10.8508,77.16,Portimao,2,9.1,7.3,7.1,7.6,7.6,11,9.2,,1
Thigmothermy,Heating,PTA,320,34.9,19,0,0,7.4231,7.4134,68.14,Portimao,2,5.5,5.9,8.1,7.6,10.3,12.4,9.4,,1
Thigmothermy,Heating,TV13,260,35.3,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,9.5,7.3,7.9,7.5,9.6,12.4,9.5,,1
Thigmothermy,Cooling,TV16,340,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-7.6,-7.8,-8,-7.8,-6,-8.1,-8.5,,2
Thigmothermy,Cooling,TV16,360,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-7.7,-8,-8.2,-8.1,-6,-8,-8.7,,2
Thigmothermy,Cooling,TV16,380,19,19.1,0.5,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.1,-8.1,-8.5,-8.3,-6.3,-8.2,-9,,2
Thigmothermy,Cooling,TV16,400,19,19.1,1,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.2,-8.5,-8.9,-8.7,-6.2,-8.1,-9.1,,2
Thigmothermy,Cooling,TV16,420,19.1,19.1,1,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.2,-8.7,-9.2,-9,-6.4,-8.2,-9.4,,2
Thigmothermy,Cooling,TV16,440,19.1,19.1,1,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.2,-8.7,-9.3,-9,-6.4,-8.3,-9.5,,2
Thigmothermy,Cooling,TV16,460,19,19.1,1,0,6.6253,6.6228,64.02,Torres Vedras,2,,,-9.7,-8.9,-6.5,-8.3,-10,,2
Thigmothermy,Cooling,TV16,480,19.1,19.1,0.5,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.2,-8.8,-9.4,-9,-6.3,-8.2,-10,,2
Thigmothermy,Cooling,TV16,500,19.1,19.1,0.5,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.1,-8.8,-9.5,-9.1,-6.4,-8.2,-10,,2
Thigmothermy,Cooling,TV16,520,19,19.1,0.5,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.2,-9,-9.6,-9.3,-6.3,-8.2,-10.2,,2
Thigmothermy,Cooling,TV16,540,19,19.1,1,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.2,-8.9,-9.5,-9.3,-6.4,,-10.1,,2
Thigmothermy,Cooling,TV16,560,19.1,19.1,1,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.3,-9,-9.7,-9.5,-6.6,,-10.3,,2
Thigmothermy,Cooling,TV16,580,19.1,19.1,1,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.2,-9,-9.6,-9.5,-6.6,,-10.2,,2
Thigmothermy,Cooling,TV16,600,19.1,19.1,1,0,6.6253,6.6228,64.02,Torres Vedras,2,-8.4,-9.5,-9.8,-9.6,-6.7,,-10.4,,2
Thigmothermy,Cooling,AY19,0,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,AY19,20,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-1.4,-0.2,-0.2,-0.1,-0.4,-4,-0.3,,2
Thigmothermy,Heating,TV14,260,35.1,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,8.2,7.6,8.1,7.4,9.3,10.8,7.2,,1
Thigmothermy,Heating,AY21,300,35,19.2,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,6,6.3,7.6,7.4,7.5,8.2,8.4,,1
Thigmothermy,Heating,AY18,320,35.1,18,1,0,7.667,7.6553,64.5,Ayamonte,2,4.6,4.9,6.4,7.3,6.3,9.6,6.1,,1
Thigmothermy,Cooling,PTB,120,19.5,19.6,0.5,0,11.7068,11.6489,78.17,Portimao,1,-4.5,-1.1,-1.2,-1.5,-2.3,-10.9,-1.2,,2
Thigmothermy,Cooling,PTB,100,19.5,19.6,0.5,0,11.7068,11.6489,78.17,Portimao,1,-4.3,-0.7,-0.8,-1.3,-1.9,-10.7,-1.1,,2
Thigmothermy,Cooling,PTA,180,19,19,0,0,7.4231,7.4134,68.14,Portimao,2,-3.1,-3.3,-3.9,-3.5,-5.2,-10.5,-4.3,,2
Thigmothermy,Heating,PTB,300,35.4,19.4,0,0,11.7068,11.6489,78.17,Portimao,1,8.8,6,6.6,7.3,7.6,10.6,6.9,,1
Thigmothermy,Heating,EV17,260,35.1,18.2,0,0,10.4821,10.4698,73.58,Evora,2,8.2,6.9,7.1,7.3,9,11.4,7.3,,1
Thigmothermy,Cooling,AY19,200,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-3.1,-2.6,-3.1,-3.2,-5,-9.9,-5.2,,2
Thigmothermy,Cooling,AY19,220,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-3.4,-2.7,-3.4,-3.5,-5.4,-9.9,-5.7,,2
Thigmothermy,Cooling,AY19,240,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-3.5,-3,-3.7,-3.9,-5.8,-9.9,-6,,2
Thigmothermy,Heating,EV1,280,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,5.8,4.6,6,7.3,6.9,9.1,8.3,,1
Thigmothermy,Heating,EV19,300,35,19.5,0,0,11.6478,11.6269,82.07,Evora,2,9.9,7,7.1,7.3,11.8,13.3,8.8,,1
Thigmothermy,Heating,TV16,300,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,9.4,6.4,7.3,7.2,5.1,7.8,8.5,,1
Thigmothermy,Heating,PT1,300,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,9.2,7,6.8,7.2,7.3,10.8,8.9,,1
Thigmothermy,Cooling,AY19,340,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-3.9,-4,-4.6,-5.2,-7,-10.2,-7.4,,2
Thigmothermy,Cooling,AY19,360,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-4,-4.1,-4.9,-5.5,-7.3,-10.4,-7.6,,2
Thigmothermy,Cooling,AY19,380,19.4,19.2,0.5,0,10.8708,10.8531,77.85,Ayamonte,2,-3.9,-4.1,-6.2,-5.7,-7.4,-10.3,-7.8,,2
Thigmothermy,Cooling,AY19,400,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-4.4,-4.5,-5.1,-5.9,-7.6,-10.4,-7.8,,2
Thigmothermy,Cooling,AY19,420,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-4.6,-4.8,-5.3,-6.1,-7.8,-10.4,-8.2,,2
Thigmothermy,Cooling,AY19,440,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-4.8,-4.9,-5.6,-6.3,-7.9,-10.4,-8.4,,2
Thigmothermy,Cooling,AY19,460,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-5,-5.1,-5.8,-6.6,-8,-10.6,-8.5,,2
Thigmothermy,Cooling,AY19,480,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-4.9,-4.9,-5.9,-6.6,-8,-10.5,-8.6,,2
Thigmothermy,Cooling,AY19,500,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-4.9,-5.4,-6.1,-6.7,-8.1,-10.6,-8.7,,2
Thigmothermy,Cooling,AY19,520,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-5.1,-5.6,-6.2,-6.9,-8.2,-10.8,-8.9,,2
Thigmothermy,Cooling,AY19,540,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-5.2,-5.7,-6.3,-7,-8.2,-10.7,-9,,2
Thigmothermy,Cooling,AY19,560,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-5.3,-5.8,-6.4,-7.1,-8.2,-10.6,-9.1,,2
Thigmothermy,Cooling,AY19,580,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-5.4,-5.8,-6.6,-7.4,-8.5,-10.7,-9.8,,2
Thigmothermy,Cooling,AY19,600,19.4,19.2,0,0,10.8708,10.8531,77.85,Ayamonte,2,-5.4,-5.8,-6.6,-7.4,-8.5,-10.7,-9.9,,2
Thigmothermy,Cooling,TV2,0,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,TV2,20,19.4,19.2,0.5,0,12.0906,12.0754,80.09,Torres Vedras,2,-1.2,-0.1,-0.2,-0.1,-0.6,-2.7,-0.1,,2
Thigmothermy,Heating,PTA,300,35,19,0,0,7.4231,7.4134,68.14,Portimao,2,5.4,5.7,7.8,7.2,10,12.3,9.1,,1
Thigmothermy,Heating,EV1,260,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,6.2,6.3,5.6,7.1,7.2,,7.7,,1
Thigmothermy,Heating,AY21,280,35,19.2,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,5.5,5.9,7.3,7.1,7,8,8.1,,1
