treat,heat,id,time,t_water,t_air,posture,urine,mass_initial,mass_final,svl,population,feed,Snout,Eye,Head,Dorsum,Leg,Foot,Tail,jump,heat2
Thigmothermy,Heating,TV14,380,35.1,18.9,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,9.4,9.4,9.8,9.3,10.9,11.2,9.2,,1
Thigmothermy,Heating,PT18,520,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,7.3,6.5,7.8,8.2,9.8,11.4,9.2,,1
Thigmothermy,Cooling,TV16,280,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-7.1,-7,-7,-6.7,-5.5,-8.1,-7.4,,2
Heliothermy,Heating,TV13,340,18.8,19.1,0.5,0,6.3713,6.366,72.67,Torres Vedras,1,7.5,8.8,10.7,12.4,9.4,,9.2,1,1
Heliothermy,Heating,PTA,200,18.6,18.7,0,0,7.6055,7.5934,68.14,Portimao,1,7.2,10.5,10.3,11.1,11.1,4.1,9.3,,1
Heliothermy,Heating,PT1,400,18.3,18.4,0.5,0,11.5596,11.5235,77.16,Portimao,1,6.2,9.9,11.6,12.5,11.9,4.7,9.3,,1
Heliothermy,Heating,PT1,440,18.3,18.5,0,0,11.5596,11.5235,77.16,Portimao,1,7.4,10.7,12.2,12.5,11.2,5.1,9.3,,1
Heliothermy,Heating,TV10,160,18.7,19,0,0,6.3937,6.3826,68.33,Torres Vedras,3,4.4,5.3,6.7,8.6,7.8,6.1,9.3,,1
Heliothermy,Heating,TV2,380,18.9,18.7,0,0,12.0274,12.0074,80.09,Torres Vedras,3,6.6,6,6.9,12,12.6,7.1,9.3,,1
Thigmothermy,Heating,AY21,380,35,19.2,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,6.7,7.3,8.7,8.6,8.7,8.8,9.3,,1
Thigmothermy,Heating,AY6,240,35.3,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,5.9,6.4,6.9,7.2,7.7,9.9,9.3,,1
Thigmothermy,Heating,PT18,540,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,7.6,6.6,7.8,8.4,9.9,11.4,9.3,,1
Thigmothermy,Heating,PTB,520,35.4,19.5,0,0,11.7068,11.6489,78.17,Portimao,1,9.2,7.8,9.1,9.6,9.1,11.6,9.3,1,1
Thigmothermy,Heating,EV8,480,35.2,19.2,0,1,9.5652,9.2853,76.37,Evora,1,4.6,5.8,7.7,8.2,10.1,11.8,9.3,,1
Thigmothermy,Heating,PTB,500,35.4,19.5,1,0,11.7068,11.6489,78.17,Portimao,1,9,7.4,8.8,9.6,8.6,,9.3,1,1
Heliothermy,Heating,EV12,260,18.6,18.4,0.5,1,9.6967,9.6624,64.66,Evora,1,11.2,12.1,12.2,11.2,8.1,4.2,9.4,,1
Thigmothermy,Heating,TV16,380,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,10.6,7.6,8.7,8.6,5.8,8,9.4,,1
Thigmothermy,Heating,PT14,600,35,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,6.4,6.5,8.4,9.2,9.1,9.6,9.4,,1
Thigmothermy,Heating,TV10,220,35.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,8.5,6.5,7.3,6.9,9.9,10.5,9.4,,1
Thigmothermy,Heating,PT18,560,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,8,6.8,8.1,8.4,9.9,11.3,9.4,,1
Thigmothermy,Heating,AY19,540,34.9,19.2,1,0,10.8708,10.8531,77.85,Ayamonte,2,6,6.9,7.8,8.7,9.7,11.8,9.4,,1
Thigmothermy,Heating,EV8,500,35.2,19.1,0,1,9.5652,9.2853,76.37,Evora,1,4.6,5.9,7.8,8.4,10.1,11.8,9.4,,1
Thigmothermy,Heating,AY7,360,35.3,19.4,1,0,7.2759,7.2654,58.2,Ayamonte,1,5.1,5.4,6.3,6.7,7.9,12,9.4,,1
Thigmothermy,Heating,EV17,400,35.2,18.2,0,0,10.4821,10.4698,73.58,Evora,2,9.7,8.9,9.7,9.5,10.5,12,9.4,,1
Thigmothermy,Cooling,PT14,320,19.2,19.2,0,1,7.9894,7.9154,70.07,Portimao,2,-4,-4.3,-5.2,-6.7,-6.2,-3.6,-6.8,,2
Thigmothermy,Heating,EV19,340,35,19.6,0,0,11.6478,11.6269,82.07,Evora,2,10,7.5,7.8,8,12.1,13.3,9.4,,1
Heliothermy,Heating,PTB,240,18.8,18.6,0.5,1,11.3208,11.2212,78.17,Portimao,1,8.1,11.1,9.8,9.9,10.8,,9.4,,1
Heliothermy,Heating,PT14,240,19.2,19.1,0,0,7.78,7.763,70.07,Portimao,3,7.6,9.8,11.1,13,4.4,1.9,9.5,,1
Heliothermy,Heating,EV17,200,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,4.2,6.7,8.4,9.9,11.3,5.2,9.5,,1
Heliothermy,Heating,TV2,400,18.9,18.7,0,0,12.0274,12.0074,80.09,Torres Vedras,3,6.8,6.5,7,12.2,12.6,7,9.5,,1
Heliothermy,Heating,TV2,420,18.9,18.7,0,0,12.0274,12.0074,80.09,Torres Vedras,3,7.1,6.7,7.1,12.3,12.9,7.2,9.5,,1
Thigmothermy,Heating,AY21,400,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,7.2,7.6,8.9,8.8,8.8,8.9,9.5,,1
Thigmothermy,Heating,PT14,540,35,19.2,1,1,7.9894,7.9154,70.07,Portimao,2,5.5,5.8,8,8.6,8,9.6,9.5,,1
Thigmothermy,Heating,AY18,520,35.1,18.1,0,0,7.667,7.6553,64.5,Ayamonte,2,6.6,6.8,8.8,9.9,,9.9,9.5,,1
Thigmothermy,Heating,PT1,340,35.1,18.3,0,1,10.9363,10.8508,77.16,Portimao,2,9.4,7.6,7.5,8,7.9,11.2,9.5,,1
Thigmothermy,Heating,PT18,600,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,8.5,7.1,8.3,8.6,9.9,11.2,9.5,,1
Thigmothermy,Heating,PT18,580,35.4,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,8.1,6.9,8.2,8.6,9.9,11.3,9.5,,1
Thigmothermy,Heating,PTB,540,35.4,19.5,0,0,11.7068,11.6489,78.17,Portimao,1,9.6,8.2,9.3,9.9,,11.7,9.5,,1
Thigmothermy,Heating,AY7,400,35.3,19.4,1,0,7.2759,7.2654,58.2,Ayamonte,1,5.9,6.2,7,7.3,8.5,12.3,9.5,,1
Thigmothermy,Cooling,EV17,300,18.3,18.1,0,0,10.4821,10.4698,73.58,Evora,2,-5.8,-6.2,-6.5,-6.7,-8.2,,-6.5,,2
Heliothermy,Heating,AY21,220,19.3,18.9,0,1,7.657,7.6124,64.65,Ayamonte,3,4.9,7.2,7.4,10.9,9.3,4.1,9.6,,1
Heliothermy,Heating,AY6,160,19,18.8,0,0,7.0416,7.0309,58.2,Ayamonte,3,4.7,6.3,7,8.3,10.7,4.1,9.6,,1
Heliothermy,Heating,EV1,240,18.9,18.9,0,0,6.6861,6.6577,55.21,Evora,1,4.3,8,8.9,9.1,9.2,4.7,9.6,,1
Thigmothermy,Heating,TV16,400,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,10.3,7.4,8.8,8.7,6,8.3,9.6,,1
Thigmothermy,Heating,EV1,360,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,7.6,6,7.7,8.3,7.6,8.7,9.6,,1
Thigmothermy,Heating,AY21,420,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,7.5,8,9.2,9,9.1,9,9.6,,1
Thigmothermy,Heating,PT14,560,34.9,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,6.3,6.5,8.1,8.8,8.5,9.7,9.6,,1
Thigmothermy,Heating,PT14,580,35,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,5.8,6.1,8.2,9,9,9.9,9.6,1,1
Thigmothermy,Heating,TV14,400,35,18.9,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,9.5,9.7,10,9.7,11,11,9.6,,1
Thigmothermy,Heating,EV8,520,35.2,19.1,0.5,1,9.5652,9.2853,76.37,Evora,1,5,6.1,8,8.5,10.2,11.7,9.6,,1
Thigmothermy,Heating,AY7,380,35.3,19.4,1,0,7.2759,7.2654,58.2,Ayamonte,1,5.6,5.8,6.7,6.9,8.1,12.1,9.6,,1
Thigmothermy,Heating,EV17,420,35.1,18.2,0,0,10.4821,10.4698,73.58,Evora,2,10.1,9,9.9,9.7,10.7,12.1,9.6,,1
Heliothermy,Heating,TV10,520,18.8,19.2,0,0,6.3937,6.3826,68.33,Torres Vedras,3,8,10.8,13.4,12,9.3,4.2,9.7,,1
Heliothermy,Heating,PTA,220,18.6,18.7,0,0,7.6055,7.5934,68.14,Portimao,1,7.3,10.7,10.8,11.6,11.5,4.2,9.7,,1
Heliothermy,Heating,PT1,460,18.3,18.4,0,0,11.5596,11.5235,77.16,Portimao,1,7.4,10.9,13,13.2,11.4,4.4,9.7,,1
Heliothermy,Heating,TV2,440,18.9,18.7,0,0,12.0274,12.0074,80.09,Torres Vedras,3,7.2,6.7,7.3,12.4,13.1,7.2,9.7,,1
Thigmothermy,Heating,TV16,420,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,10.7,7.9,9.1,9,6.2,8.3,9.7,,1
Thigmothermy,Heating,EV1,380,35.2,18.9,0,0,6.5996,6.5846,55.21,Evora,1,8,6.2,7.9,8.4,7.6,8.5,9.7,,1
Thigmothermy,Heating,PT14,520,34.9,19.2,1,1,7.9894,7.9154,70.07,Portimao,2,6,6.1,8,8.6,8.1,9.6,9.7,1,1
Thigmothermy,Heating,AY18,540,35.1,18.1,0,0,7.667,7.6553,64.5,Ayamonte,2,7,7.1,8.8,10.1,,9.9,9.7,,1
Thigmothermy,Cooling,TV14,320,19,19.3,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.5,-6.6,-6.7,-6.7,-6.5,-10.5,-6.2,,2
Thigmothermy,Heating,AY19,560,34.9,19.2,1,0,10.8708,10.8531,77.85,Ayamonte,2,6.4,6.8,8.2,8.7,9.8,11.7,9.7,,1
Thigmothermy,Heating,EV8,540,35.3,19.1,1,1,9.5652,9.2853,76.37,Evora,1,5,6.1,8.1,8.8,10.2,12.3,9.7,1,1
Thigmothermy,Heating,PTA,340,35,19,0,0,7.4231,7.4134,68.14,Portimao,2,5.9,6.3,8.4,8,10.5,12.5,9.7,,1
Thigmothermy,Heating,EV8,560,35.2,19.1,1,1,9.5652,9.2853,76.37,Evora,1,5.1,6.2,8.1,9,9.9,13.1,9.7,,1
Thigmothermy,Heating,EV19,360,35,19.6,0,0,11.6478,11.6269,82.07,Evora,2,10.3,8,8.3,8.5,12.2,13.5,9.7,,1
Heliothermy,Heating,TV10,180,18.7,19.1,0,0,6.3937,6.3826,68.33,Torres Vedras,3,5.1,6.2,7.2,9.1,8.5,6.4,9.8,,1
Heliothermy,Heating,TV2,460,18.9,18.7,0,0,12.0274,12.0074,80.09,Torres Vedras,3,7.6,7,7.3,12.6,13.2,7.2,9.8,,1
Thigmothermy,Heating,PT14,480,34.9,19.2,1,1,7.9894,7.9154,70.07,Portimao,2,5.7,5.7,7.9,8.1,8.4,9.7,9.8,1,1
Thigmothermy,Heating,AY18,560,35.1,18.1,0,0,7.667,7.6553,64.5,Ayamonte,2,7,7.2,9,10.3,,9.8,9.8,,1
Thigmothermy,Heating,PT14,500,35,19.2,1,1,7.9894,7.9154,70.07,Portimao,2,5.6,6,8,8.2,8.8,9.9,9.8,,1
Thigmothermy,Cooling,TV13,280,18.9,18.9,0.5,0,6.7359,6.7272,72.67,Torres Vedras,1,-7.7,-6,-6.5,-7,-7.2,-12.1,-7.2,,2
Thigmothermy,Heating,TV14,420,35,18.9,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,9.9,9.9,10.2,9.9,11.2,11.2,9.8,,1
Thigmothermy,Heating,PT1,360,35.1,18.3,0,1,10.9363,10.8508,77.16,Portimao,2,9.8,8.1,7.9,,8.4,11.4,9.8,,1
Thigmothermy,Heating,PTB,560,35.4,19.5,0,0,11.7068,11.6489,78.17,Portimao,1,9.8,8.4,9.5,10,9.5,11.7,9.8,,1
Thigmothermy,Heating,EV17,440,35.2,18.2,0,0,10.4821,10.4698,73.58,Evora,2,10.1,9.2,10.1,9.9,10.7,12.1,9.8,,1
Thigmothermy,Heating,EV17,460,35.2,18.2,0,0,10.4821,10.4698,73.58,Evora,2,10,9.4,10.2,10,10.7,12.2,9.8,,1
Thigmothermy,Cooling,EV17,320,18.3,18.1,0,0,10.4821,10.4698,73.58,Evora,2,-6,-6.3,-6.7,-7,-8.5,,-6.7,,2
Thigmothermy,Heating,AY19,580,34.9,19.2,1,0,10.8708,10.8531,77.85,Ayamonte,2,6.4,7,7.8,8.9,9.9,12.4,9.8,1,1
Thigmothermy,Heating,PTA,360,35,19,0,0,7.4231,7.4134,68.14,Portimao,2,5.9,6.6,8.7,8.2,10.5,12.4,9.8,,1
Heliothermy,Heating,PTA,240,18.6,18.7,0,0,7.6055,7.5934,68.14,Portimao,1,7.8,11.1,11.3,12,12,4.2,9.9,,1
Heliothermy,Heating,TV16,200,18.9,18.6,0,0,6.6971,6.6916,64.02,Torres Vedras,1,5.3,7.8,8.5,8.7,8.4,4.8,9.9,,1
Heliothermy,Heating,EV17,220,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,4.9,7.2,8.8,10.4,11.7,5.2,9.9,,1
Heliothermy,Heating,PT18,200,18.8,18.6,0.5,1,12.0763,12.0672,77.51,Portimao,1,5.8,7.4,8.4,10.8,13,6,9.9,,1
Thigmothermy,Heating,EV1,400,35.2,18.9,0,0,6.5996,6.5846,55.21,Evora,1,8.4,7,8.4,8.8,7.8,8.7,9.9,,1
Thigmothermy,Heating,AY21,440,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,7.3,8.3,9.6,9.3,9.3,9.1,9.9,,1
Thigmothermy,Cooling,TV16,300,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-7.4,-7.3,-7.3,-7.1,-5.6,-8,-7.9,,2
Thigmothermy,Heating,PT1,380,35.1,18.3,0,1,10.9363,10.8508,77.16,Portimao,2,9.6,8.2,8.1,8.6,8.4,11.3,9.9,,1
Thigmothermy,Heating,PTB,600,35.4,19.5,0,0,11.7068,11.6489,78.17,Portimao,1,9.9,8.5,9.7,10.2,9.6,11.5,9.9,,1
Thigmothermy,Heating,EV8,580,35.3,19.1,1,1,9.5652,9.2853,76.37,Evora,1,5.9,6.2,8.1,9,9.7,13.4,9.9,,1
Thigmothermy,Heating,EV19,380,35,19.6,0,0,11.6478,11.6269,82.07,Evora,2,10.4,8.2,8.5,8.7,12.3,13.4,9.9,,1
Heliothermy,Heating,PTB,260,18.8,18.6,0.5,1,11.3208,11.2212,78.17,Portimao,1,8.5,11.6,10.2,10.3,11.1,,9.9,,1
Thigmothermy,Heating,TV16,440,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,10.9,8.2,9.4,9.3,6.3,8.3,10,,1
Thigmothermy,Heating,AY21,460,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,6.3,8.3,9.6,9.5,9.4,9.5,10,,1
Thigmothermy,Heating,TV14,440,35.1,18.9,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,9.9,10.2,10.4,10,11.4,11.2,10,,1
Thigmothermy,Heating,PTB,580,35.4,19.5,0,0,11.7068,11.6489,78.17,Portimao,1,10,8.5,9.7,10.2,9.7,11.7,10,,1
Thigmothermy,Heating,AY7,520,35.3,19.4,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,6.8,6.8,7.8,8.4,9.8,12.2,10,1,1
Thigmothermy,Heating,PTA,380,34.9,19,0,0,7.4231,7.4134,68.14,Portimao,2,6,6.9,9,8.5,10.7,12.4,10,,1
Thigmothermy,Heating,EV8,600,35.2,19.1,1,1,9.5652,9.2853,76.37,Evora,1,6.1,6.3,8,9,9.8,13.1,10,,1
Heliothermy,Heating,AY6,180,19,18.8,0,0,7.0416,7.0309,58.2,Ayamonte,3,5.1,6.8,7.5,8.8,11.2,4.1,10.1,,1
Heliothermy,Heating,TV10,500,18.8,19.2,0,0,6.3937,6.3826,68.33,Torres Vedras,3,7.7,10.7,12.8,11.9,9.3,4.2,10.1,,1
Heliothermy,Heating,AY21,240,19.3,18.9,0,1,7.657,7.6124,64.65,Ayamonte,3,5.2,7.6,7.7,11.3,9.7,4.3,10.1,,1
Heliothermy,Heating,EV12,280,18.6,18.4,0.5,1,9.6967,9.6624,64.66,Evora,1,11.8,12.8,13.1,12,8.6,4.6,10.1,,1
Heliothermy,Heating,EV1,260,18.9,18.9,0,0,6.6861,6.6577,55.21,Evora,1,4.9,8.9,9.3,9.5,9.9,5.2,10.1,,1
Thigmothermy,Heating,TV16,460,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,10.9,8.4,9.6,9.6,6.5,8.4,10.1,,1
Thigmothermy,Heating,EV1,420,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,8.8,7.4,8.7,9,8,8.7,10.1,,1
Thigmothermy,Heating,AY18,580,35.1,18.1,0,0,7.667,7.6553,64.5,Ayamonte,2,7.4,7.5,9.3,10.5,,9.8,10.1,,1
Thigmothermy,Heating,AY21,480,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,5.9,8.5,9.8,9.6,9.7,10,10.1,,1
Thigmothermy,Cooling,TV13,300,18.9,18.9,0.5,0,6.7359,6.7272,72.67,Torres Vedras,1,-7.8,-6.3,-6.8,-7.2,-7.4,-12.1,-7.6,,2
Thigmothermy,Cooling,TV16,320,19,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,-7.5,-7.6,-7.7,-7.4,-5.8,-8,-8.2,,2
Thigmothermy,Heating,PT1,400,35.1,18.3,0,1,10.9363,10.8508,77.16,Portimao,2,9.8,8.4,8.3,8.7,8.6,11.3,10.1,,1
Thigmothermy,Heating,EV17,480,35.2,18.2,0,0,10.4821,10.4698,73.58,Evora,2,10.4,9.5,10.4,10.3,10.8,12.2,10.1,,1
Thigmothermy,Cooling,TV13,320,18.9,18.8,0.5,0,6.7359,6.7272,72.67,Torres Vedras,1,-8,-6.7,-7.2,-7.6,-7.7,-12.4,-7.9,,2
Thigmothermy,Heating,PTA,400,34.9,19,0,0,7.4231,7.4134,68.14,Portimao,2,6.2,7,9.1,8.7,10.7,12.4,10.1,,1
Heliothermy,Heating,TV10,200,18.7,19.1,0,0,6.3937,6.3826,68.33,Torres Vedras,3,5.5,6.4,7.8,9.6,8.9,6.5,10.2,,1
Thigmothermy,Heating,AY19,600,34.9,19.2,1,0,10.8708,10.8531,77.85,Ayamonte,2,,,,9,10.3,12.1,10.2,,1
Thigmothermy,Heating,AY7,440,35.3,19.4,1,0,7.2759,7.2654,58.2,Ayamonte,1,,,,8.1,9.1,12.3,10.2,,1
Thigmothermy,Heating,EV19,400,35,19.6,0,0,11.6478,11.6269,82.07,Evora,2,10.8,8.7,9,9.1,12.6,13.5,10.2,,1
Heliothermy,Heating,EV12,300,18.6,18.4,0.5,1,9.6967,9.6624,64.66,Evora,1,12.1,13.1,13.4,12.2,8.8,4.5,10.3,,1
Heliothermy,Heating,EV17,240,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,5.5,7.9,9.5,10.9,12.2,5.3,10.3,,1
Thigmothermy,Heating,TV16,480,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,11,8.4,9.8,9.7,6.5,8.4,10.3,,1
Thigmothermy,Heating,EV1,440,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,9.4,7.6,8.9,9.1,8.1,8.7,10.3,,1
Thigmothermy,Heating,AY18,600,35.1,18.1,0,0,7.667,7.6553,64.5,Ayamonte,2,7.2,7.6,9.4,10.7,,9.8,10.3,,1
Thigmothermy,Heating,AY21,500,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,5.7,8.5,9.9,9.7,10,10.3,10.3,,1
Thigmothermy,Heating,AY7,420,35.3,19.4,1,0,7.2759,7.2654,58.2,Ayamonte,1,,,7,7.8,8.7,11.3,10.3,1,1
Thigmothermy,Heating,PT1,420,35.1,18.3,0,1,10.9363,10.8508,77.16,Portimao,2,10,8.7,8.5,8.9,8.7,11.3,10.3,,1
Thigmothermy,Heating,TV14,460,35.1,18.9,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,10.2,10.4,10.6,10.3,11.6,11.4,10.3,,1
Thigmothermy,Heating,EV17,500,35.1,18.2,0,0,10.4821,10.4698,73.58,Evora,2,10.5,9.6,,10.3,10.9,12.3,10.3,,1
Thigmothermy,Cooling,PTA,260,19,19,1,0,7.4231,7.4134,68.14,Portimao,2,,,,,,,,,2
Thigmothermy,Heating,PTA,420,34.9,19,0,0,7.4231,7.4134,68.14,Portimao,2,6.3,7.2,9.3,9,10.9,12.5,10.3,,1
Thigmothermy,Heating,AY7,460,35.3,19.3,1,0,7.2759,7.2654,58.2,Ayamonte,1,,,10.3,8.4,8.9,13.1,10.3,1,1
Thigmothermy,Heating,AY7,500,35.3,19.4,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,7,6.7,7.7,8.7,9.8,,10.3,,1
Heliothermy,Heating,TV16,220,18.9,18.6,0,0,6.6971,6.6916,64.02,Torres Vedras,1,,8.2,9.1,9.2,9,5,10.4,,1
Thigmothermy,Heating,TV16,500,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,11.1,8.6,10,9.8,6.5,8.4,10.4,,1
Thigmothermy,Heating,AY21,580,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,6.8,8.5,9.9,9.9,10,9.7,10.4,,1
Thigmothermy,Heating,AY21,600,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,7,8.7,10,9.8,10,9.8,10.4,,1
Thigmothermy,Heating,AY21,560,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,6.4,8.6,9.8,9.9,10.1,9.8,10.4,,1
Thigmothermy,Heating,AY21,520,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,6,8.5,9.9,9.7,9.9,10.2,10.4,,1
Thigmothermy,Cooling,PTB,80,19.5,19.6,0.5,0,11.7068,11.6489,78.17,Portimao,1,,,,,,,,,2
Thigmothermy,Cooling,AY18,280,18.3,18.2,0,0,7.667,7.6553,64.5,Ayamonte,2,,,,,,,,,2
Thigmothermy,Heating,TV14,480,35.1,18.9,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,,,10.7,10.1,11.6,11.7,10.4,,1
Thigmothermy,Heating,PTA,460,35,19,0,0,7.4231,7.4134,68.14,Portimao,2,6.7,7.7,9.6,9.2,10.9,12.4,10.4,,1
Thigmothermy,Heating,PTA,480,34.9,19,0,0,7.4231,7.4134,68.14,Portimao,2,6.9,7.9,9.8,9.5,10.9,12.5,10.4,,1
Thigmothermy,Heating,EV19,420,35,19.6,0,0,11.6478,11.6269,82.07,Evora,2,10.8,8.8,9.1,9.3,12.6,13.5,10.4,,1
Heliothermy,Heating,TV10,480,18.8,19.2,0,0,6.3937,6.3826,68.33,Torres Vedras,3,7.7,10.7,11.8,11.9,9.4,3.8,10.5,,1
Heliothermy,Heating,PTA,260,18.6,18.7,0,0,7.6055,7.5934,68.14,Portimao,1,7.8,12.3,11.3,12.5,12.5,4.4,10.5,,1
Heliothermy,Heating,EV1,280,18.9,18.9,0,0,6.6861,6.6577,55.21,Evora,1,4.8,9.4,9.7,10,10.6,5.5,10.5,,1
Heliothermy,Heating,PT18,220,18.8,18.6,0.5,1,12.0763,12.0672,77.51,Portimao,1,6.4,7.9,8.7,11.4,13.6,6.2,10.5,,1
Thigmothermy,Heating,TV16,520,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,11.2,8.9,10.2,10,6.7,8.6,10.5,,1
Thigmothermy,Heating,EV1,460,35.4,18.9,0,0,6.5996,6.5846,55.21,Evora,1,9.5,7.9,9.1,9.4,8.2,8.7,10.5,,1
Thigmothermy,Heating,AY21,540,35,19.1,0.5,0,7.5546,7.5448,64.65,Ayamonte,1,6.2,8.7,9.9,9.9,10,10.1,10.5,,1
Thigmothermy,Heating,AY7,560,35.3,19.4,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,6.4,6.5,8.2,9.1,10,11.2,10.5,,1
Thigmothermy,Heating,PT1,440,35.1,18.3,0,1,10.9363,10.8508,77.16,Portimao,2,10,9,8.8,9.2,9.1,11.5,10.5,,1
Thigmothermy,Heating,PTA,440,34.9,19,0,0,7.4231,7.4134,68.14,Portimao,2,6.4,7.3,9.5,9.1,11,12.6,10.5,,1
Heliothermy,Heating,PTB,280,18.8,18.6,0.5,1,11.3208,11.2212,78.17,Portimao,1,9,12.1,10.8,10.8,11.8,,10.5,,1
Heliothermy,Heating,AY6,200,18.9,18.8,0,0,7.0416,7.0309,58.2,Ayamonte,3,5.5,7.3,7.9,9.2,11.8,4.2,10.6,,1
Heliothermy,Heating,TV10,220,18.6,19.1,0,0,6.3937,6.3826,68.33,Torres Vedras,3,6,7.3,8.6,10.2,9.3,6.6,10.6,,1
Thigmothermy,Heating,TV16,540,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,11.3,9,10.3,10.3,6.8,8.6,10.6,,1
Thigmothermy,Heating,EV1,480,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,9.6,8.2,9.4,9.6,8.3,8.6,10.6,,1
Thigmothermy,Cooling,TV14,60,18.6,19.1,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,,,,,,,,1,2
Thigmothermy,Heating,TV10,340,35.4,19.3,0,0,6.4739,6.4549,68.33,Torres Vedras,1,9.6,8.6,9.5,9.1,11.2,11.3,10.6,,1
Thigmothermy,Heating,TV14,500,35.1,18.9,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,,,10.6,10.1,11.7,11.8,10.6,,1
Thigmothermy,Heating,TV13,340,35.4,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,10,8.3,9.2,8.9,10.3,12.6,10.6,,1
Thigmothermy,Heating,EV17,520,35.2,18.2,0,0,10.4821,10.4698,73.58,Evora,2,10.7,9.9,10.6,10.6,10.7,12.8,10.6,,1
Thigmothermy,Heating,EV19,440,35,19.6,0,0,11.6478,11.6269,82.07,Evora,2,10.9,9.2,9.4,9.5,12.7,13.6,10.6,,1
Heliothermy,Heating,AY21,260,19.3,18.9,0,1,7.657,7.6124,64.65,Ayamonte,3,5.5,8.2,8.3,11.8,10,4.4,10.7,,1
Heliothermy,Heating,EV12,320,18.6,18.4,0.5,1,9.6967,9.6624,64.66,Evora,1,12.7,13.8,14.2,12.7,9.2,4.6,10.7,,1
Heliothermy,Heating,TV16,240,18.9,18.6,0,0,6.6971,6.6916,64.02,Torres Vedras,1,,8.4,9.7,9.6,9.5,5,10.7,,1
Heliothermy,Heating,PTA,360,18.6,18.7,0.5,0,7.6055,7.5934,68.14,Portimao,1,9,12,12.4,12.3,11.3,5.2,10.7,1,1
Heliothermy,Heating,EV17,260,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,6.2,8.6,10,11.5,12.8,5.3,10.7,,1
Thigmothermy,Heating,EV1,500,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,9.8,8.5,9.7,9.7,8.4,8.6,10.7,,1
Thigmothermy,Heating,PTA,500,34.9,19,0,0,7.4231,7.4134,68.14,Portimao,2,7.2,8.4,10.2,9.7,11.1,12.5,10.7,,1
